,smile
775,CCOC(=O)C1CCN(S(=O)(=O)N(C)C)CC1
776,COc1ccc(CNC(=O)Cc2cccs2)cc1
777,CC1CCCCN1C(=O)Cc1ccc(Cl)cc1
778,CC(Oc1ccccc1)C(=O)Nc1ccc(F)c(F)c1
779,Cc1ccc(CNC(=O)C(C)Oc2ccccc2)cc1
780,Cc1cccc(C)c1NC(=O)C(C)Oc1ccccc1
781,CC1CN(C(=O)Cc2ccc(Cl)cc2)CC(C)O1
782,N#Cc1ccccc1NC(=O)Cc1ccc(Cl)cc1
783,NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Cl)cc2)cc1
784,CC(C)CNC(=O)Cc1ccc(Br)cc1
785,O=C(Cc1ccc(Br)cc1)Nc1ccccn1
786,NC(=O)c1ccccc1NC(=O)Cc1ccc(Br)cc1
787,NC(=O)c1ccc(NC(=O)Cc2ccc(Br)cc2)cc1
788,CN(Cc1ccccc1)C(=O)CCc1ccccc1
789,CCN(C(=O)CCc1ccccc1)c1ccccc1
790,CCC(C(=O)N1CC(C)OC(C)C1)c1ccccc1
791,CCC(C(=O)Nc1cccc(C)n1)c1ccccc1
792,CCC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)c1ccccc1
793,CCC(C(=O)NCc1ccncc1)c1ccccc1
794,CCC(C(=O)Nc1ccccc1C(N)=O)c1ccccc1
795,O=C(Cc1cccs1)N1CCc2ccccc2C1
796,COc1ccc(OC)c(NC(=O)Cc2cccs2)c1
797,CCc1cccc(C)c1NC(=O)Cc1cccs1
798,COC(=O)c1ccccc1NC(=O)Cc1cccs1
799,COc1ccccc1N1CCN(C(=O)Cc2cccs2)CC1
800,NS(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1
801,CC(=O)Nc1ccc(NC(=O)Cc2cccs2)cc1
802,COc1ccc(OC)c(NC(=O)CC(C)(C)C)c1
803,CC(C)(C)CC(=O)NCc1ccc(S(N)(=O)=O)cc1
804,COc1cc(SC)ccc1C(=O)N(C)Cc1ccccc1
805,COc1cc(SC)ccc1C(=O)Nc1ccccc1C#N
806,COc1cc(SC)ccc1C(=O)Nc1ccccc1C(N)=O
807,CCCC(C)C(=O)Nc1cc(OC)ccc1OC
808,CCCC(C)C(=O)Nc1ccc(S(N)(=O)=O)cc1
809,CCCC(C)C(=O)NCc1ccc(S(N)(=O)=O)cc1
810,CC(Oc1ccccc1)C(=O)N(C)Cc1ccccc1
811,CC(Oc1ccccc1)C(=O)N1CCc2ccccc2C1
812,CC(=O)Nc1cccc(NC(=O)C(C)Oc2ccccc2)c1
813,CCN(C(=O)COc1ccccc1)c1ccccc1
814,NS(=O)(=O)c1ccc(CNC(=O)COc2ccccc2)cc1
815,CCOC(=O)c1cccc(NC(=O)c2ccccc2)c1
816,CCOC(=O)C1CCCN(C(=O)c2ccccc2)C1
817,COCC(C)NC(=O)c1ccc(Br)cc1
818,Cc1cc(NC(=O)c2ccc(Br)cc2)no1
819,Cc1cc(C)nc(NC(=O)c2ccc(Cl)cc2)n1
820,CCOC(=O)C1CCCN(C(=O)c2ccc(Cl)cc2)C1
821,COC(=O)C1CCN(C(=O)c2ccc(Cl)cc2)CC1
822,COCC(C)NC(=O)c1ccc(Cl)cc1Cl
823,Cc1cc(NC(=O)c2ccc(Cl)cc2Cl)no1
824,COCC(C)NC(=O)c1ccccc1Br
825,CCOC(=O)C1CCCN(C(=O)c2ccccc2Br)C1
826,CCOC(=O)C1CCCN(C(=O)c2cccc(C)c2)C1
827,COC(=O)C1CCN(C(=O)c2cccc(C)c2)CC1
828,CCOC(=O)C1CCCN(S(=O)(=O)c2ccccc2)C1
829,Cc1ccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1
830,COCC(C)NS(=O)(=O)c1c(C)cc(C)cc1C
831,CCOC(=O)C1CCCN(S(=O)(=O)c2ccc(F)cc2)C1
832,COCC(C)NS(=O)(=O)c1cc(Cl)ccc1Cl
833,COCC(C)NS(=O)(=O)c1ccc(NC(C)=O)cc1
834,NS(=O)(=O)c1ccc(CCNC(=O)c2cccc(Cl)c2)cc1
835,CC(=O)N(C)c1ccc(NC(=O)c2cccc(Cl)c2)cc1
836,CCOC(=O)C1CCCN(C(=O)c2cccc(Cl)c2)C1
837,CCOC(=O)C1CCCN(C(=O)c2ccc(F)cc2)C1
838,CCOC(=O)c1cccc(NS(=O)(=O)Cc2ccccc2)c1
839,CC(=O)N(C)c1ccc(NC(=O)c2cccc(Br)c2)cc1
840,CCOC(=O)C1CCCN(C(=O)c2cccc(Br)c2)C1
841,COC(=O)C1CCN(C(=O)c2cccc(Br)c2)CC1
842,COCC(C)NC(=O)c1ccc(Cl)c(Cl)c1
843,CCOC(=O)C1CCCN(C(=O)c2ccc(Cl)c(Cl)c2)C1
844,COc1ccc(C(=O)Nc2ccc(N(C)C(C)=O)cc2)c(OC)c1
845,COc1ccc(C(=O)Nc2cc(C)on2)c(OC)c1
846,CCOC(=O)c1cccc(NC(=O)c2cc(OC)cc(OC)c2)c1
847,COC(=O)c1sccc1NC(=O)c1ccc2c(c1)OCO2
848,Cn1cc(Br)c(C(=O)Nc2ccccn2)n1
849,COc1ccc(OC)c(NC(=O)c2cc3ccccc3c(=O)o2)c1
850,Cc1ccc(NC(=O)c2ccccc2N)cc1Cl
851,NC(=O)CSc1nc2c(c(=O)n1-c1ccccc1)C1=C(CCC1)C2
852,COc1ccc(NC(=O)c2cccs2)cc1OC
853,COc1ccc(C(=O)NCc2ccc3c(c2)OCO3)cc1OC
854,COc1cc(CNC(=O)c2cccs2)cc(OC)c1OC
855,Cc1cccc(C(=O)Nc2ccc3ncccc3c2)c1
856,CCC(=O)N1c2ccccc2C(N(C(C)=O)c2ccccc2)CC1C
857,CC(=O)NC(Cc1ccccc1)C(=O)NCc1ccccc1
858,O=C(Nc1cnc2ccccc2c1)c1cccc(F)c1
859,O=C(Nc1cc(C(F)(F)F)ccc1Cl)c1ccncc1
860,Cc1ccc(NC(=O)CSc2ccccn2)cc1C
861,Cc1ccc(NC(=O)CSc2nncn2C)cc1C
862,O=C(CSc1ccccn1)Nc1ccc(F)c(Cl)c1
863,O=C(CSc1ccccn1)Nc1cccc(C(F)(F)F)c1
864,Cc1ccc(F)cc1NC(=O)CSc1nnnn1C
865,Cn1nnnc1SCC(=O)Nc1ccc(Cl)c(Cl)c1
866,O=C(CSc1ccccn1)Nc1ccccc1Br
867,Cn1nnnc1SCC(=O)Nc1cccc(C(F)(F)F)c1
868,Cn1nnnc1SCC(=O)Nc1ccc(F)c(Cl)c1
869,COc1ccc(Cl)cc1NC(=O)CSc1ccccn1
870,Cc1ccc(NC(=O)CSc2nncn2C)cc1
871,Cc1cccc(NC(=O)CSc2ccccn2)c1C
872,COc1ccc(C)cc1NC(=O)CSc1ccccn1
873,CCC(C)c1ccc(NC(=O)CSc2nnnn2C)cc1
874,CCC(C)c1ccc(NC(=O)CSc2nncn2C)cc1
875,Cn1ccnc1SCC(=O)Nc1ccccc1C#N
876,CCOc1ccc(NC(=O)CSc2nnc(C)s2)cc1
877,O=C(CSc1ncccn1)Nc1cccc(Cl)c1
878,Cn1cnnc1SCC(=O)Nc1cccc(Cl)c1
879,O=C(CSc1nnnn1-c1ccccc1)Nc1cccc(Cl)c1
880,COC(=O)CCC(=O)Nc1ccc(Cl)c(Cl)c1
881,Cc1cc(C)cc(NC(=O)CSc2nnc(C)s2)c1
882,Cc1cc(C)cc(NC(=O)CSc2nncn2C)c1
883,Cc1cc(C)cc(NC(=O)CSc2nnnn2-c2ccccc2)c1
884,Cc1cc(C)cc(NC(=O)CSc2ccccn2)c1
885,O=C(CSc1ccccn1)Nc1ccc(F)cc1
886,Cn1ccnc1SCC(=O)Nc1ccc(F)cc1
887,Cn1cnnc1SCC(=O)Nc1ccc(F)cc1
888,Cc1nnc(SCC(=O)Nc2ccc(F)cc2)s1
889,Cc1nnc(SCC(=O)Nc2ccc(F)cc2F)s1
890,Cc1cc(C)nc(SCC(=O)Nc2ccc(F)cc2F)n1
891,COc1ccc(NC(=O)CSc2nncn2C)cc1
892,COc1ccc(NC(=O)CSc2nnc(C)s2)cc1
893,COc1ccc(NC(=O)CSc2ncccn2)cc1
894,Cc1nc2ccccc2c(=O)n1-c1cc(F)ccc1F
895,Cn1nnnc1SCC(=O)Nc1cc(F)ccc1F
896,O=C(CCC(=O)Nc1ccc(F)cc1F)Nc1ccc(F)cc1
897,O=C(Cc1ccccc1)c1ccccc1C(=O)N1CCCCC1
898,Cn1cnnc1SCC(=O)Nc1cc(F)ccc1F
899,O=C(Cc1ccccc1)c1ccccc1C(=O)N1CCOCC1
900,Cc1ccc(NC(=O)CSc2ccccn2)cc1Cl
901,O=C(CSc1ccc(F)cc1)Nc1ccc(F)cc1
902,Cc1cccc(NC(=O)CSc2nnnn2-c2ccccc2)c1C
903,Cc1cccc(NC(=O)CSc2nccn2C)c1C
904,CC(=O)N(C)c1ccc(NC(=O)c2ccc(C)c(C)c2)cc1
905,CCOC(=O)C1CCCN(C(=O)c2ccc(C)c(C)c2)C1
906,COC(=O)C1CCN(C(=O)c2ccc(C)c(C)c2)CC1
907,Cc1ccc(C(=O)NCc2ccc3c(c2)OCO3)cc1C
908,CCOC(=O)C1CCCN(C(=O)c2ccc(OCC)cc2)C1
909,CC(=O)N(C)c1ccc(NC(=O)c2ccco2)cc1
910,Cc1cccc(N2CCN(C(=O)c3ccco3)CC2)c1C
911,COc1cccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)c1
912,COc1cccc(C(=O)Nc2ccc(N(C)C(C)=O)cc2)c1
913,COC(=O)C1CCN(C(=O)c2cccc(OC)c2)CC1
914,Cc1cc(NC(=O)c2ccc(-c3ccccc3)cc2)no1
915,COC(=O)C1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1
916,CCOC(=O)c1cccc(NC(=O)c2ccc(N(C)C)cc2)c1
917,CN(C)c1ccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1
918,CCOC(=O)C1CCCN(C(=O)c2ccc(N(C)C)cc2)C1
919,CC(=O)Nc1ccc(C(=O)Nc2ccc(N(C)C(C)=O)cc2)cc1
920,COCC(C)NC(=O)c1ccc(OC(C)=O)cc1
921,CCOC(=O)C1CCCN(C(=O)c2ccc(OC(C)=O)cc2)C1
922,COC(=O)C1CCN(C(=O)c2ccc(OC(C)=O)cc2)CC1
923,CC(=O)Oc1ccc(C(=O)Nc2ccccc2Br)cc1
924,CC(=O)Oc1ccccc1C(=O)Nc1ccc(N(C)C(C)=O)cc1
925,CCOC(=O)C1CCCN(C(=O)c2ccccc2OC(C)=O)C1
926,COC(=O)C1CCN(C(=O)c2ccccc2OC(C)=O)CC1
927,Cc1cc(NC(=O)c2ccc(C(C)(C)C)cc2)no1
928,COCC(C)NC(=O)c1c(Cl)cccc1Cl
929,CCOC(=O)c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1
930,CCOC(=O)C1CCCN(C(=O)N2CCOCC2)C1
931,CCOc1ccccc1C(=O)Nc1ccc(N(C)C(C)=O)cc1
932,CCOC(=O)C1CCCN(C(=O)c2ccccc2OCC)C1
933,CCOc1ccccc1C(=O)NCc1ccc2c(c1)OCO2
934,Cc1cc(NC(=O)Cc2ccc(Cl)cc2)no1
935,COCC(C)NC(=O)Cc1ccc(Br)cc1
936,Cc1cc(NC(=O)Cc2ccc(Br)cc2)no1
937,NS(=O)(=O)c1ccc(CCNC(=O)CCc2ccccc2)cc1
938,CCOC(=O)C1CCCN(C(=O)CCc2ccccc2)C1
939,CCC(C(=O)Nc1nnc(C)s1)c1ccccc1
940,CCC(C(=O)N1CCC(C(=O)OC)CC1)c1ccccc1
941,CCOC(=O)c1cccc(NC(=O)Cc2cccs2)c1
942,NS(=O)(=O)c1ccc(CCNC(=O)Cc2cccs2)cc1
943,CC(=O)N(C)c1ccc(NC(=O)Cc2cccs2)cc1
944,O=C(Cc1cccs1)NCc1ccc2c(c1)OCO2
945,COCC(C)NC(=O)c1cc(Cl)ccc1OC
946,COc1ccc(Cl)cc1C(=O)Nc1ccc(N(C)C(C)=O)cc1
947,CCOC(=O)C1CCCN(C(=O)CC(C)(C)C)C1
948,CCC(C)(C)C(=O)Nc1ccc(N(C)C(C)=O)cc1
949,CCOC(=O)C1CCCN(C(=O)C(C)(C)CC)C1
950,CN(C)S(=O)(=O)Nc1nc2ccc(S(C)(=O)=O)cc2s1
951,COc1cc(SC)ccc1C(=O)Nc1ccc(N(C)C(C)=O)cc1
952,CC(Oc1ccccc1)C(=O)NCCc1ccc(S(N)(=O)=O)cc1
953,CC(=O)N(C)c1ccc(NC(=O)C(C)Oc2ccccc2)cc1
954,NS(=O)(=O)c1ccc(CCNC(=O)COc2ccccc2)cc1
955,O=C(COc1ccccc1)NCc1ccc2c(c1)OCO2
956,COc1ccc(C(=O)CSc2ccccn2)cc1
957,COC(=O)c1c(NC(=O)c2cnccn2)sc2c1CCC(C)C2
958,CC(=O)c1ccc(OCCn2cnc3c(N)ncnc32)cc1
959,Cc1c(C(=O)N2CCCCC2)sc2nc[nH]c(=O)c12
960,COc1ccccc1C(=O)Nc1ccc(NC(C)=O)cc1
961,O=C(NCCc1nc2ccccc2[nH]1)C1COc2ccccc2O1
962,Nc1c(-c2nc3ccccc3[nH]2)nnn1Cc1ccccc1
963,Fc1ccc(CSc2ncnc3[nH]cnc23)c2ccccc12
964,COc1ccc(NC(=O)Cn2cnc3ccccc3c2=O)cc1
965,CC(C)c1ccc(NC(=O)CSc2nccn2C)cc1
966,CC(C)c1ccc(NC(=O)CSc2nncn2C)cc1
967,COc1ccc(NC(=O)CSc2nc3ccccc3o2)cc1
968,CCCc1ccc(OCC(=O)Nc2nccs2)cc1
969,O=C(c1ccccc1-c1nc2ccccc2[nH]1)N1CCOCC1
970,Cc1noc(COc2ccccc2OCC(N)=O)n1
971,Cc1cc(C)cc(OCC(=O)NCCc2nc3ccccc3[nH]2)c1
972,O=S(=O)(NCc1cccnc1)c1cccs1
973,CC(C)(C)C(=O)CSc1ncnc2[nH]cnc12
974,COC(=O)c1ccn(COc2ccccc2Cl)n1
975,COC(=O)c1ccn(COc2ccc(Cl)cc2)n1
976,COC(=O)c1ccn(COc2cccc(Cl)c2)n1
977,CC(=O)Nc1cccc(OC(=O)c2ccoc2C)c1
978,Clc1ccc(COc2ccc(CNn3cnnc3)cc2)cc1
979,COc1cc(CNn2cnnc2)ccc1OCc1ccc(Cl)cc1
980,CS(=O)(=O)c1nnc(-c2ccccc2)n1-c1ccccc1
981,Cn1c(=O)n(C)c(=O)n(CC(=O)N2CCCCC2)c1=O
982,Cc1ccc(-n2c(SCC(N)=O)nc3ccccc3c2=O)cc1
983,O=C(NCc1cccnc1)c1ccccc1C(=O)c1ncc[nH]1
984,O=C1Nc2ccccc2C1=c1sc2n(c1=O)CCCN=2
985,O=c1[nH]n(-c2nn3nnnc3c3ccccc23)c(=O)c2ccccc12
986,COc1ccc(CCNS(=O)(=O)c2ccc(SC)cc2)cc1
987,O=C(c1ccco1)N1C2C=CC(C2)C1(C(F)(F)F)C(F)(F)F
988,Cn1c(=O)c2c(nc(Nc3ccccc3)n2CCO)n(C)c1=O
989,CCc1nnc(NC2=NS(=O)(=O)c3ccccc32)s1
990,Nc1nonc1-c1noc(-c2cccc(Br)c2)n1
991,Nc1c2c3c(c(Cl)ccc3[nH]c1=O)C(=O)c1ccccc1-2
992,CCN(CC)C(=O)c1sc2nc3c(cc2c1N)CCC3
993,Nc1c(C(=O)N2CCOCC2)sc2nc3c(cc12)CCCCC3
994,c1ccc2c(N3CCN(c4ncnc5ccccc45)CC3)ncnc2c1
995,Cc1cccc(OCC(=O)Nc2nc3ccccc3n2C)c1C
996,CC(C)(C)c1ccc(-c2nc(-c3nonc3N)no2)cc1
997,Cc1cc(OC(C)c2nc(-c3nonc3N)no2)ccc1Cl
998,CC(=O)Nc1nc(-c2ccccc2)cc(-c2ccco2)c1C#N
999,COC(=O)C1=C(C)NC(=O)NC1c1cc(Cl)cc2c1OCOC2
